FPR,TPR
0.0,0.0
0.0,0.00202020202020202
0.0010940919037199124,0.00202020202020202
0.0032822757111597373,0.00202020202020202
0.0032822757111597373,0.00808080808080808
0.00437636761487965,0.00808080808080808
0.006564551422319475,0.00808080808080808
0.006564551422319475,0.010101010101010102
0.0087527352297593,0.010101010101010102
0.0087527352297593,0.012121212121212121
0.009846827133479213,0.012121212121212121
0.009846827133479213,0.014141414141414142
0.012035010940919038,0.014141414141414142
0.01312910284463895,0.01616161616161616
0.015317286652078774,0.01616161616161616
0.015317286652078774,0.020202020202020204
0.016411378555798686,0.022222222222222223
0.018599562363238512,0.022222222222222223
0.020787746170678335,0.022222222222222223
0.020787746170678335,0.024242424242424242
0.022975929978118162,0.024242424242424242
0.022975929978118162,0.028282828282828285
0.024070021881838075,0.028282828282828285
0.024070021881838075,0.030303030303030304
0.02516411378555799,0.03232323232323232
0.0262582056892779,0.03232323232323232
0.02735229759299781,0.03434343434343434
0.02735229759299781,0.04040404040404041
0.02954048140043764,0.04040404040404041
0.03172866520787746,0.04040404040404041
0.036105032822757115,0.04040404040404041
0.036105032822757115,0.044444444444444446
0.036105032822757115,0.048484848484848485
0.036105032822757115,0.050505050505050504
0.037199124726477024,0.052525252525252523
0.04157549234135667,0.052525252525252523
0.04266958424507659,0.05454545454545454
0.04266958424507659,0.05656565656565657
0.044857768052516414,0.05656565656565657
0.045951859956236324,0.05656565656565657
0.045951859956236324,0.05858585858585859
0.045951859956236324,0.06262626262626263
0.045951859956236324,0.06464646464646465
0.045951859956236324,0.06868686868686869
0.047045951859956234,0.06868686868686869
0.047045951859956234,0.0707070707070707
0.04814004376367615,0.0707070707070707
0.04814004376367615,0.07474747474747474
0.04923413566739606,0.07676767676767676
0.05142231947483589,0.07676767676767676
0.05142231947483589,0.08080808080808081
0.0525164113785558,0.08080808080808081
0.0525164113785558,0.08282828282828283
0.05470459518599562,0.08282828282828283
0.05579868708971553,0.08282828282828283
0.05579868708971553,0.08686868686868687
0.05689277899343545,0.08686868686868687
0.05689277899343545,0.08888888888888889
0.05798687089715536,0.08888888888888889
0.05798687089715536,0.09090909090909091
0.060175054704595186,0.09090909090909091
0.06236323851203501,0.09090909090909091
0.06455142231947483,0.10101010101010101
0.06564551422319474,0.10101010101010101
0.06564551422319474,0.10303030303030303
0.06673960612691467,0.10707070707070707
0.06673960612691467,0.10909090909090909
0.06783369803063458,0.1111111111111111
0.06783369803063458,0.11313131313131314
0.0700218818380744,0.11313131313131314
0.0700218818380744,0.1191919191919192
0.0711159737417943,0.1191919191919192
0.07221006564551423,0.12323232323232323
0.07330415754923414,0.12323232323232323
0.07439824945295405,0.12525252525252525
0.07439824945295405,0.12727272727272726
0.07549234135667396,0.12727272727272726
0.07768052516411379,0.13131313131313133
0.07986870897155361,0.13333333333333333
0.07986870897155361,0.1414141414141414
0.08205689277899343,0.14545454545454545
0.08315098468271334,0.14545454545454545
0.08315098468271334,0.14747474747474748
0.08643326039387308,0.15353535353535352
0.08643326039387308,0.15555555555555556
0.087527352297593,0.15555555555555556
0.0886214442013129,0.16161616161616163
0.08971553610503283,0.16161616161616163
0.08971553610503283,0.16363636363636364
0.09299781181619256,0.16363636363636364
0.09299781181619256,0.16767676767676767
0.09518599562363239,0.16767676767676767
0.09737417943107221,0.1717171717171717
0.09846827133479212,0.1717171717171717
0.09846827133479212,0.17575757575757575
